VFD-MS300|1.05|  9.00A|460V| 5  HP|32|15|50|70|83|74|69|75|93|76|29|92|53|42|0|99|83|
Check    |Pr. No   |MODBUS   |Description     |Unit     |Data     |Default  |Min      |Max      |Attribute|Address  |Dot      |Attribute|
X        |09-82    |0952H    |C_Card Mask ADS3 |####     |0        |0        |0        |255      |Writable |0952     |0        |18       |
X        |09-83    |0953H    |C_Card Mask ADS4 |####     |0        |0        |0        |255      |Writable |0953     |0        |18       |
X        |09-84    |0954H    |C_Card GWay ADS1 |####     |0        |0        |0        |255      |Writable |0954     |0        |18       |
X        |09-85    |0955H    |C_Card GWay ADS2 |####     |0        |0        |0        |255      |Writable |0955     |0        |18       |
X        |09-86    |0956H    |C_Card GWay ADS3 |####     |0        |0        |0        |255      |Writable |0956     |0        |18       |
X        |09-87    |0957H    |C_Card GWay ADS4 |####     |0        |0        |0        |255      |Writable |0957     |0        |18       |
X        |09-88    |0958H    |C_Card Pssword L |####     |0        |0        |0        |99       |Writable |0958     |0        |18       |
X        |09-89    |0959H    |C_Card Pssword H |####     |0        |0        |0        |99       |Writable |0959     |0        |18       |
X        |09-90    |095AH    |C_Card RECOV Rst |####     |0        |0        |0        |1        |Writable |095A     |0        |18       |
X        |09-91    |095BH    |C_Card Ext Set   |####     |0        |0        |0        |65535    |Writable |095B     |0        |18       |
X        |09-92    |095CH    |C_Card Status    |####     |0        |0        |0        |65535    |Read-Only|095C     |0        |16408    |
X        |*****    |*****    |10 - SPEED FEEDBACK|*****    |*****    |*****    |*****    |*****    |*****    |*****    |*****    |         |
X        |10-00    |0A00H    |Encoder Type     |####     |0        |0        |0        |5        |Writable |0A00     |0        |8209     |
X        |10-01    |0A01H    |Encoder Pulse    |ppr      |600      |600      |1        |20000    |Writable |0A01     |0        |16       |
X        |10-02    |0A02H    |Enocder Signal   |####     |0        |0        |0        |5        |Writable |0A02     |0        |8208     |
X        |10-03    |0A03H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0A03     |0        |32776    |
X        |10-04    |0A04H    |PG MECH Gear A1  |####     |100      |100      |1        |65535    |Writable |0A04     |0        |18       |
X        |10-05    |0A05H    |PG MECH Gear B1  |####     |100      |100      |1        |65535    |Writable |0A05     |0        |18       |
X        |10-06    |0A06H    |PG MECH Gear A2  |####     |100      |100      |1        |65535    |Writable |0A06     |0        |18       |
X        |10-07    |0A07H    |PG MECH Gear B2  |####     |100      |100      |1        |65535    |Writable |0A07     |0        |18       |
X        |10-08    |0A08H    |PG FBK Loss Way  |####     |2        |2        |0        |2        |Writable |0A08     |0        |8210     |
X        |10-09    |0A09H    |PG FBK Loss Det. |sec      |1.0      |1.0      |0.0      |10.0     |Writable |0A09     |1        |274      |
X        |10-10    |0A0AH    |OverSPD Level    |%        |115      |115      |0        |120      |Writable |0A0A     |0        |18       |
X        |10-11    |0A0BH    |OverSPD DET Time |sec      |0.1      |0.1      |0.0      |2.0      |Writable |0A0B     |1        |274      |
X        |10-12    |0A0CH    |OverSPD Treat    |####     |2        |2        |0        |2        |Writable |0A0C     |0        |8210     |
X        |10-13    |0A0DH    |Deviation Level  |%        |50       |50       |0        |50       |Writable |0A0D     |0        |18       |
X        |10-14    |0A0EH    |Deviation DET    |sec      |0.5      |0.5      |0.0      |10.0     |Writable |0A0E     |1        |274      |
X        |10-15    |0A0FH    |Deviation Treat  |####     |2        |2        |0        |2        |Writable |0A0F     |0        |8210     |
X        |10-16    |0A10H    |REF Pulse Signal |####     |0        |0        |0        |5        |Writable |0A10     |0        |8210     |
X        |10-17    |0A11H    |Electrical GearA |####     |100      |100      |1        |65535    |Writable |0A11     |0        |18       |
X        |10-18    |0A12H    |Electrical GearB |####     |100      |100      |1        |65535    |Writable |0A12     |0        |18       |
X        |10-19    |0A13H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0A13     |0        |32776    |
X        |10-20    |0A14H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0A14     |0        |32776    |
X        |10-21    |0A15H    |REF Pulse Filter |####     |0.100    |0.100    |0.000    |65.535   |Writable |0A15     |3        |786      |
X        |10-22    |0A16H    |PGREF SPD Mode   |####     |0        |0        |0        |1        |Writable |0A16     |0        |8208     |
X        |10-23    |0A17H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0A17     |0        |32776    |
X        |10-24    |0A18H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0A18     |0        |32776    |
X        |10-25    |0A19H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0A19     |0        |32776    |
X        |10-26    |0A1AH    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0A1A     |0        |32776    |
X        |10-27    |0A1BH    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0A1B     |0        |32776    |
X        |10-28    |0A1CH    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0A1C     |0        |32776    |
X        |10-29    |0A1DH    |MAX Slip Freq.   |Hz       |20.00    |20.00    |0.00     |200.00   |Writable |0A1D     |2        |1554     |
X        |10-30    |0A1EH    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0A1E     |0        |32776    |
X        |10-31    |0A1FH    |I/F Id Level     |%        |40       |40       |0        |150      |Writable |0A1F     |0        |18       |
X        |10-32    |0A20H    |Hi-SPD OBS BW    |Hz       |5.00     |5.00     |0.00     |600.00   |Writable |0A20     |2        |530      |
X        |10-33    |0A21H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0A21     |0        |32776    |
X        |10-34    |0A22H    |EST-FREQ LPF     |####     |1.00     |1.00     |0.00     |655.35   |Writable |0A22     |2        |530      |
X        |10-35    |0A23H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0A23     |0        |32776    |
X        |10-36    |0A24H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0A24     |0        |32776    |
X        |10-37    |0A25H    |PMLESS CTRL SEL  |####     |0000H    |0000H    |0000H    |FFFFH    |Writable |0A25     |0        |82       |
X        |10-38    |0A26H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0A26     |0        |32776    |
X        |10-39    |0A27H    |VFIRMS to VFFLUX |Hz       |20.00    |20.00    |0.00     |599.00   |Writable |0A27     |2        |1555     |
X        |10-40    |0A28H    |PMLESS to IF     |Hz       |20.00    |20.00    |0.00     |599.00   |Writable |0A28     |2        |1555     |
X        |10-41    |0A29H    |LPF Gain of Id   |sec      |0.2      |0.2      |0.0      |6.0      |Writable |0A29     |1        |274      |
X        |10-42    |0A2AH    |Rot Pos Det PLS  |ms       |1.0      |1.0      |0.0      |3.0      |Writable |0A2A     |1        |275      |
X        |10-43    |0A2BH    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0A2B     |0        |32776    |
X        |10-44    |0A2CH    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0A2C     |0        |32776    |
X        |10-45    |0A2DH    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0A2D     |0        |32776    |
X        |10-46    |0A2EH    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0A2E     |0        |32776    |
X        |10-47    |0A2FH    |Reserved         |####     |1        |1        |0        |2000     |Read-Only|0A2F     |0        |32776    |
X        |10-48    |0A30H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0A30     |0        |32776    |
X        |10-49    |0A31H    |ZeroVoltage Time |####     |0.000    |0.000    |0.000    |60.000   |Writable |0A31     |3        |786      |
X        |10-50    |0A32H    |Rev. Theta Limit |####     |10.00    |10.00    |0.00     |30.00    |Writable |0A32     |2        |530      |
X        |10-51    |0A33H    |INJ Frequency    |####     |500      |500      |0        |1200     |Writable |0A33     |0        |18       |
X        |10-52    |0A34H    |INJ Magnitude    |####     |30.0     |30.0     |0.0      |200.0    |Writable |0A34     |1        |274      |
X        |10-53    |0A35H    |Mag.Angle DET    |####     |0        |0        |0        |5        |Writable |0A35     |0        |18       |
X        |*****    |*****    |11 - ADVANCE SET |*****    |*****    |*****    |*****    |*****    |*****    |*****    |*****    |         |
X        |11-00    |0B00H    |System Control   |####     |0000H    |0000H    |0000H    |FFFFH    |Writable |0B00     |0        |80       |
X        |11-01    |0B01H    |Reserved         |####     |256      |256      |1        |65535    |Writable |0B01     |0        |32768    |
X        |11-02    |0B02H    |Reserved         |####     |700      |700      |500      |59900    |Read-Only|0B02     |0        |32776    |
X        |11-03    |0B03H    |Reserved         |####     |10       |10       |1        |40       |Read-Only|0B03     |0        |33818    |
X        |11-04    |0B04H    |Reserved         |####     |10       |10       |1        |40       |Read-Only|0B04     |0        |33818    |
X        |11-05    |0B05H    |Reserved         |####     |10       |10       |1        |40       |Read-Only|0B05     |0        |33818    |
X        |11-06    |0B06H    |ASR1 Kp(Low SPD) |Hz       |10       |10       |0        |40       |Writable |0B06     |0        |1043     |
X        |11-07    |0B07H    |ASR1 Ki(Low SPD) |sec      |0.100    |0.100    |0.000    |10.000   |Writable |0B07     |3        |1810     |
X        |11-08    |0B08H    |Reserved         |####     |10       |10       |0        |40       |Writable |0B08     |0        |32768    |
X        |11-09    |0B09H    |Reserved         |####     |100      |100      |0        |10000    |Writable |0B09     |0        |32768    |
X        |11-10    |0B0AH    |Reserved         |####     |10       |10       |0        |40       |Writable |0B0A     |0        |32768    |
X        |11-11    |0B0BH    |Reserved         |####     |100      |100      |0        |10000    |Writable |0B0B     |0        |32768    |
X        |11-12    |0B0CH    |Reserved         |####     |0        |0        |0        |200      |Read-Only|0B0C     |0        |32776    |
X        |11-13    |0B0DH    |Reserved         |####     |30       |30       |0        |200      |Read-Only|0B0D     |0        |32776    |
X        |11-14    |0B0EH    |Reserved         |####     |8        |8        |0        |350      |Read-Only|0B0E     |0        |32776    |
X        |11-15    |0B0FH    |Reserved         |####     |0        |0        |0        |20       |Read-Only|0B0F     |0        |32776    |
X        |11-16    |0B10H    |Reserved         |####     |0        |0        |0        |20000    |Read-Only|0B10     |0        |32776    |
X        |11-17    |0B11H    |Reserved         |####     |500      |500      |0        |500      |Read-Only|0B11     |0        |32776    |
X        |11-18    |0B12H    |Reserved         |####     |500      |500      |0        |500      |Read-Only|0B12     |0        |32776    |
X        |11-19    |0B13H    |Reserved         |####     |500      |500      |0        |500      |Read-Only|0B13     |0        |32776    |
X        |11-20    |0B14H    |Reserved         |####     |500      |500      |0        |500      |Read-Only|0B14     |0        |32776    |
X        |11-21    |0B15H    |Reserved         |####     |90       |90       |0        |200      |Read-Only|0B15     |0        |32776    |
X        |11-22    |0B16H    |Reserved         |####     |90       |90       |0        |200      |Read-Only|0B16     |0        |32776    |
X        |11-23    |0B17H    |Reserved         |####     |65       |65       |0        |150      |Read-Only|0B17     |0        |32776    |
X        |11-24    |0B18H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0B18     |0        |32776    |
X        |11-25    |0B19H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0B19     |0        |32776    |
X        |11-26    |0B1AH    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0B1A     |0        |32776    |
X        |11-27    |0B1BH    |Reserved         |####     |100      |100      |0        |500      |Read-Only|0B1B     |0        |32776    |
X        |11-28    |0B1CH    |Reserved         |####     |0        |0        |0        |3        |Read-Only|0B1C     |0        |32776    |
X        |11-29    |0B1DH    |Reserved         |####     |0        |0        |0        |1000     |Read-Only|0B1D     |0        |32776    |
X        |11-30    |0B1EH    |Reserved         |####     |300      |300      |0        |1000     |Read-Only|0B1E     |0        |32776    |
X        |11-31    |0B1FH    |Reserved         |####     |200      |200      |0        |1000     |Read-Only|0B1F     |0        |32776    |
X        |11-32    |0B20H    |Reserved         |####     |100      |100      |0        |1000     |Read-Only|0B20     |0        |32776    |
X        |11-33    |0B21H    |Reserved         |####     |0        |0        |0        |3        |Read-Only|0B21     |0        |32776    |
X        |11-34    |0B22H    |Reserved         |####     |0        |0        |0        |1000     |Writable |0B22     |0        |32768    |
X        |11-35    |0B23H    |Reserved         |####     |0        |0        |0        |1000     |Read-Only|0B23     |0        |32776    |
X        |11-36    |0B24H    |Reserved         |####     |0        |0        |0        |2        |Read-Only|0B24     |0        |32776    |
X        |11-37    |0B25H    |Reserved         |####     |10       |10       |0        |120      |Read-Only|0B25     |0        |32776    |
X        |11-38    |0B26H    |Reserved         |####     |10       |10       |0        |120      |Read-Only|0B26     |0        |32776    |
X        |11-39    |0B27H    |Reserved         |####     |0        |0        |0        |1        |Read-Only|0B27     |0        |32776    |
X        |11-40    |0B28H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0B28     |0        |32776    |
X        |11-41    |0B29H    |PWM Mode         |####     |2        |2        |0        |2        |Writable |0B29     |0        |8208     |
X        |11-42    |0B2AH    |System Flag      |####     |0000H    |0000H    |0000H    |FFFFH    |Writable |0B2A     |0        |82       |
X        |*****    |*****    |12 - RESERVE     |*****    |*****    |*****    |*****    |*****    |*****    |*****    |*****    |         |
X        |12-00    |0C00H    |Reserved         |####     |0        |0        |0        |65535    |Writable |0C00     |0        |16       |
X        |*****    |*****    |13 - MACRO       |*****    |*****    |*****    |*****    |*****    |*****    |*****    |*****    |         |
X        |13-00    |0D00H    |MacroSelection   |####     |0        |0        |0        |8        |Writable |0D00     |0        |8208     |
X        |13-01    |0D01H    |Reserved         |####     |0.00     |0.00     |0.00     |14.99    |Writable |0D01     |2        |1554     |
X        |13-02    |0D02H    |Reserved         |####     |0.00     |0.00     |0.00     |14.99    |Writable |0D02     |2        |1554     |
X        |13-03    |0D03H    |Reserved         |####     |0.00     |0.00     |0.00     |14.99    |Writable |0D03     |2        |1554     |
X        |13-04    |0D04H    |Reserved         |####     |0.00     |0.00     |0.00     |14.99    |Writable |0D04     |2        |1554     |
X        |13-05    |0D05H    |Reserved         |####     |0.00     |0.00     |0.00     |14.99    |Writable |0D05     |2        |1554     |
X        |13-06    |0D06H    |Reserved         |####     |0.00     |0.00     |0.00     |14.99    |Writable |0D06     |2        |1554     |
X        |13-07    |0D07H    |Reserved         |####     |0.00     |0.00     |0.00     |14.99    |Writable |0D07     |2        |1554     |
X        |13-08    |0D08H    |Reserved         |####     |0.00     |0.00     |0.00     |14.99    |Writable |0D08     |2        |1554     |
X        |13-09    |0D09H    |Reserved         |####     |0.00     |0.00     |0.00     |14.99    |Writable |0D09     |2        |1554     |
X        |13-10    |0D0AH    |Reserved         |####     |0.00     |0.00     |0.00     |14.99    |Writable |0D0A     |2        |1554     |
X        |13-11    |0D0BH    |Reserved         |####     |0.00     |0.00     |0.00     |14.99    |Writable |0D0B     |2        |1554     |
X        |13-12    |0D0CH    |Reserved         |####     |0.00     |0.00     |0.00     |14.99    |Writable |0D0C     |2        |1554     |
X        |13-13    |0D0DH    |Reserved         |####     |0.00     |0.00     |0.00     |14.99    |Writable |0D0D     |2        |1554     |
X        |13-14    |0D0EH    |Reserved         |####     |0.00     |0.00     |0.00     |14.99    |Writable |0D0E     |2        |1554     |
X        |13-15    |0D0FH    |Reserved         |####     |0.00     |0.00     |0.00     |14.99    |Writable |0D0F     |2        |1554     |
X        |13-16    |0D10H    |Reserved         |####     |0.00     |0.00     |0.00     |14.99    |Writable |0D10     |2        |1554     |
X        |13-17    |0D11H    |Reserved         |####     |0.00     |0.00     |0.00     |14.99    |Writable |0D11     |2        |1554     |
X        |13-18    |0D12H    |Reserved         |####     |0.00     |0.00     |0.00     |14.99    |Writable |0D12     |2        |1554     |
X        |13-19    |0D13H    |Reserved         |####     |0.00     |0.00     |0.00     |14.99    |Writable |0D13     |2        |1554     |
X        |13-20    |0D14H    |Reserved         |####     |0.00     |0.00     |0.00     |14.99    |Writable |0D14     |2        |1554     |
X        |13-21    |0D15H    |Reserved         |####     |0.00     |0.00     |0.00     |14.99    |Writable |0D15     |2        |1554     |
X        |13-22    |0D16H    |Reserved         |####     |0.00     |0.00     |0.00     |14.99    |Writable |0D16     |2        |1554     |
X        |13-23    |0D17H    |Reserved         |####     |0.00     |0.00     |0.00     |14.99    |Writable |0D17     |2        |1554     |
X        |13-24    |0D18H    |Reserved         |####     |0.00     |0.00     |0.00     |14.99    |Writable |0D18     |2        |1554     |
X        |13-25    |0D19H    |Reserved         |####     |0.00     |0.00     |0.00     |14.99    |Writable |0D19     |2        |1554     |
X        |13-26    |0D1AH    |Reserved         |####     |0.00     |0.00     |0.00     |14.99    |Writable |0D1A     |2        |1554     |
X        |13-27    |0D1BH    |Reserved         |####     |0.00     |0.00     |0.00     |14.99    |Writable |0D1B     |2        |1554     |
X        |13-28    |0D1CH    |Reserved         |####     |0.00     |0.00     |0.00     |14.99    |Writable |0D1C     |2        |1554     |
X        |13-29    |0D1DH    |Reserved         |####     |0.00     |0.00     |0.00     |14.99    |Writable |0D1D     |2        |1554     |
X        |13-30    |0D1EH    |Reserved         |####     |0.00     |0.00     |0.00     |14.99    |Writable |0D1E     |2        |1554     |
X        |13-31    |0D1FH    |Reserved         |####     |0.00     |0.00     |0.00     |14.99    |Writable |0D1F     |2        |1554     |
X        |13-32    |0D20H    |Reserved         |####     |0.00     |0.00     |0.00     |14.99    |Writable |0D20     |2        |1554     |
X        |13-33    |0D21H    |Reserved         |####     |0.00     |0.00     |0.00     |14.99    |Writable |0D21     |2        |1554     |
X        |13-34    |0D22H    |Reserved         |####     |0.00     |0.00     |0.00     |14.99    |Writable |0D22     |2        |1554     |
X        |13-35    |0D23H    |Reserved         |####     |0.00     |0.00     |0.00     |14.99    |Writable |0D23     |2        |1554     |
X        |13-36    |0D24H    |Reserved         |####     |0.00     |0.00     |0.00     |14.99    |Writable |0D24     |2        |1554     |
X        |13-37    |0D25H    |Reserved         |####     |0.00     |0.00     |0.00     |14.99    |Writable |0D25     |2        |1554     |
X        |13-38    |0D26H    |Reserved         |####     |0.00     |0.00     |0.00     |14.99    |Writable |0D26     |2        |1554     |
X        |13-39    |0D27H    |Reserved         |####     |0.00     |0.00     |0.00     |14.99    |Writable |0D27     |2        |1554     |
X        |13-40    |0D28H    |Reserved         |####     |0.00     |0.00     |0.00     |14.99    |Writable |0D28     |2        |1554     |
X        |13-41    |0D29H    |Reserved         |####     |0.00     |0.00     |0.00     |14.99    |Writable |0D29     |2        |1554     |
X        |13-42    |0D2AH    |Reserved         |####     |0.00     |0.00     |0.00     |14.99    |Writable |0D2A     |2        |1554     |
X        |13-43    |0D2BH    |Reserved         |####     |0.00     |0.00     |0.00     |14.99    |Writable |0D2B     |2        |1554     |
X        |13-44    |0D2CH    |Reserved         |####     |0.00     |0.00     |0.00     |14.99    |Writable |0D2C     |2        |1554     |
X        |13-45    |0D2DH    |Reserved         |####     |0.00     |0.00     |0.00     |14.99    |Writable |0D2D     |2        |1554     |
X        |13-46    |0D2EH    |Reserved         |####     |0.00     |0.00     |0.00     |14.99    |Writable |0D2E     |2        |1554     |
X        |13-47    |0D2FH    |Reserved         |####     |0.00     |0.00     |0.00     |14.99    |Writable |0D2F     |2        |1554     |
X        |13-48    |0D30H    |Reserved         |####     |0.00     |0.00     |0.00     |14.99    |Writable |0D30     |2        |1554     |
X        |13-49    |0D31H    |Reserved         |####     |0.00     |0.00     |0.00     |14.99    |Writable |0D31     |2        |1554     |
X        |13-50    |0D32H    |Reserved         |####     |0.00     |0.00     |0.00     |14.99    |Writable |0D32     |2        |1554     |
X        |13-51    |0D33H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0D33     |0        |32776    |
X        |13-52    |0D34H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0D34     |0        |32776    |
X        |13-53    |0D35H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0D35     |0        |32776    |
X        |13-54    |0D36H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0D36     |0        |32776    |
X        |13-55    |0D37H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0D37     |0        |32776    |
X        |13-56    |0D38H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0D38     |0        |32776    |
X        |13-57    |0D39H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0D39     |0        |32776    |
X        |13-58    |0D3AH    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0D3A     |0        |32776    |
X        |13-59    |0D3BH    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0D3B     |0        |32776    |
X        |13-60    |0D3CH    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0D3C     |0        |32776    |
X        |13-61    |0D3DH    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0D3D     |0        |32776    |
X        |13-62    |0D3EH    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0D3E     |0        |32776    |
X        |13-63    |0D3FH    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0D3F     |0        |32776    |
X        |13-64    |0D40H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0D40     |0        |32776    |
X        |13-65    |0D41H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0D41     |0        |32776    |
X        |13-66    |0D42H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0D42     |0        |32776    |
X        |13-67    |0D43H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0D43     |0        |32776    |
X        |13-68    |0D44H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0D44     |0        |32776    |
X        |13-69    |0D45H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0D45     |0        |32776    |
X        |13-70    |0D46H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0D46     |0        |32776    |
X        |13-71    |0D47H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0D47     |0        |32776    |
X        |13-72    |0D48H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0D48     |0        |32776    |
X        |13-73    |0D49H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0D49     |0        |32776    |
X        |13-74    |0D4AH    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0D4A     |0        |32776    |
X        |13-75    |0D4BH    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0D4B     |0        |32776    |
X        |13-76    |0D4CH    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0D4C     |0        |32776    |
X        |13-77    |0D4DH    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0D4D     |0        |32776    |
X        |13-78    |0D4EH    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0D4E     |0        |32776    |
X        |13-79    |0D4FH    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0D4F     |0        |32776    |
X        |13-80    |0D50H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0D50     |0        |32776    |
X        |13-81    |0D51H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0D51     |0        |32776    |
X        |13-82    |0D52H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0D52     |0        |32776    |
X        |13-83    |0D53H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0D53     |0        |32776    |
X        |13-84    |0D54H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0D54     |0        |32776    |
X        |13-85    |0D55H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0D55     |0        |32776    |
X        |13-86    |0D56H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0D56     |0        |32776    |
X        |13-87    |0D57H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0D57     |0        |32776    |
X        |13-88    |0D58H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0D58     |0        |32776    |
X        |13-89    |0D59H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0D59     |0        |32776    |
X        |13-90    |0D5AH    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0D5A     |0        |32776    |
X        |13-91    |0D5BH    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0D5B     |0        |32776    |
X        |13-92    |0D5CH    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0D5C     |0        |32776    |
X        |13-93    |0D5DH    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0D5D     |0        |32776    |
X        |13-94    |0D5EH    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0D5E     |0        |32776    |
X        |13-95    |0D5FH    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0D5F     |0        |32776    |
X        |13-96    |0D60H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0D60     |0        |32776    |
X        |13-97    |0D61H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0D61     |0        |32776    |
X        |13-98    |0D62H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0D62     |0        |32776    |
X        |13-99    |0D63H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0D63     |0        |32776    |
X        |*****    |*****    |14 - OPTION CARD |*****    |*****    |*****    |*****    |*****    |*****    |*****    |*****    |         |
X        |14-00    |0E00H    |AI1 Op.Card Func |####     |0        |0        |0        |13       |Writable |0E00     |0        |9232     |
X        |14-01    |0E01H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0E01     |0        |32776    |
X        |14-02    |0E02H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0E02     |0        |32776    |
X        |14-03    |0E03H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0E03     |0        |32776    |
X        |14-04    |0E04H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0E04     |0        |32776    |
X        |14-05    |0E05H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0E05     |0        |32776    |
X        |14-06    |0E06H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0E06     |0        |32776    |
X        |14-07    |0E07H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0E07     |0        |32776    |
X        |14-08    |0E08H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0E08     |0        |32776    |
X        |14-09    |0E09H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0E09     |0        |32776    |
X        |14-10    |0E0AH    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0E0A     |0        |32776    |
X        |14-11    |0E0BH    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0E0B     |0        |32776    |
X        |14-12    |0E0CH    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0E0C     |0        |32776    |
X        |14-13    |0E0DH    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0E0D     |0        |32776    |
X        |14-14    |0E0EH    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0E0E     |0        |32776    |
X        |14-15    |0E0FH    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0E0F     |0        |32776    |
X        |14-16    |0E10H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0E10     |0        |32776    |
X        |14-17    |0E11H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0E11     |0        |32776    |
X        |14-18    |0E12H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0E12     |0        |32776    |
X        |14-19    |0E13H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0E13     |0        |32776    |
X        |14-20    |0E14H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0E14     |0        |32776    |
X        |14-21    |0E15H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0E15     |0        |32776    |
X        |14-22    |0E16H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0E16     |0        |32776    |
X        |14-23    |0E17H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0E17     |0        |32776    |
X        |14-24    |0E18H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0E18     |0        |32776    |
X        |14-25    |0E19H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0E19     |0        |32776    |
X        |14-26    |0E1AH    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0E1A     |0        |32776    |
